分類,簡稱,活躍區域,成立時間,全名,社群簡介,官網,Facebook Fan Page,Facebook Group,Google Group,G+,Slack,Telegram Channel,IRC,Twitter,Blog,Youtube,常辦活動的人,備註,重要議題,討論串聯結,備註
法律社群,CC 台灣社群,台北,2003,CC 台灣社群,原中央研究院「台灣創用 CC 計畫」，Creative Commons 所提供的公眾授權條款，台灣稱為「創用 CC」授權條款，取其授權方式便於著作的「創」作與使「用」之意。本群組就CC授權條款中譯、解釋，及應用情境進行討論與知識分享。,https://cc.ocf.tw/,https://www.facebook.com/CCTaiwan/   (2144),https://www.facebook.com/groups/52661243284/  (348),https://groups.google.com/forum/#forum/cctw-discussion   (283),n/a,n/a,n/a,n/a,n/a,https://medium.com/@cctaiwan  (1),n/a,https://goo.gl/DiQX6W; https://goo.gl/wcvJFt; https://goo.gl/BSKFgs;https://goo.gl/A2bn25; https://goo.gl/gK96db,,,,
技術社群,新竹碼農,新竹,2011,新竹碼農,"新竹碼農聚會 (Hsinchu Coding Serfs Meeting)

聚會: 隔週四
地點: 詳見每次 FB 活動公告
時間: 隔週四， 7:30 PM 開講.

歡迎熱愛寫程式的人加入, 請在加入時回答一下問題, 以方便我們將您加入, 謝謝！",https://www.facebook.com/groups/hsinchu.coders/about/,https://www.facebook.com/%E6%96%B0%E7%AB%B9%E7%A2%BC%E8%BE%B2-580593862290979/    (141),https://www.facebook.com/groups/hsinchu.coders/about/  (141),n/a,n/a,hcsm.slack.com,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UC62oONb8QOgtcH5TGFtjq_A  （7）,https://goo.gl/i3wKg6; https://goo.gl/3qBVCC; https://goo.gl/g7GhY3; https://goo.gl/T2i4v1; https://goo.gl/pyVUZJ; https://goo.gl/guZVAm; https://goo.gl/Ez2P4Q;https://goo.gl/c8mgVB,,,,
技術社群,開源自然,台灣,2016,開源自然,一個關於手造農用設備及自然資源利用設施的經驗分享與交流社群。,https://www.facebook.com/groups/TaiwanOpenSourceEcology/about/,n/a,https://www.facebook.com/groups/TaiwanOpenSourceEcology/about/   (1225),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://goo.gl/yyD8mD;https://goo.gl/hAJD7g; https://goo.gl/89vX9x;https://goo.gl/vdptG9,,,,
技術社群,LASS,台灣,2015,LASS環境感測器網路系統/LASS-開源公益環境感測網路,"LASS（Location Aware Sensor System），顧名思義可知，這是一套「環境感測器網路系統」，而且是開源和公益的定位。LASS的願景是讓有需求的使用者在介面點一下，就可以看到環境狀態在地圖上顯示出來
可選各種資料，在大範圍的地區。系統功能：
1. 具備環境感測器網路系統架構
2. 讓Maker 有能力自製所需要能與系統相容的感測器
3. 將感測器資料還給使用者
4. 完成度高的系統雛型
5. 賦予所有使用者俱備監測全部感測器的能力",http://lass-net.org/,n/a,https://www.facebook.com/groups/LASSnet/?fref=ts  (6926),n/a,n/a,n/a,n/a,n/a,n/a,http://lass-net.org/blog/,n/a,https://goo.gl/8Q3CF5;https://goo.gl/ybS3E8,,,,
技術社群,Chewing Input Method,台灣,1999,新酷音輸入法,新酷音計畫匯集許多開發資源，建立一系列符合自由軟體（Free / Open Source Software）規範的智慧型注音輸入法相關軟體建設，也廣泛為繁體/正體中文使用族群所採用，而所謂的「智慧型注音輸入法」，是指接受使用者輸入注音符號與音韻，再依據上下文、使用者以往的輸入習慣，依據機率高寡或特定的挑選策略，列出並過濾使用者期望的字詞，如此的系統在台灣已風行許久，諸如自然輸入法、倚天忘形輸入法，或者微軟的新注音輸入法都是這方面的代表，然而這些都是商業軟體，並限定執行的平台。也因此，(New) Chewing / 新酷音計畫企圖以自由軟體的開發方式，並且強調多種平台的使用性。,http://chewing.im/,n/a,n/a,https://groups.google.com/forum/#!forum/chewing-devel  (527),n/a,n/a,n/a,irc://irc.freenode.net/im-dev,n/a,n/a,n/a,n/a,"電子郵件  
chewing-devel@googlegroups.com",,,
技術社群,openSUSE Taiwan,台灣,2011, openSUSE 正體中文社群,"創立於 2011 年，openSUSE 社群致力於推廣 openSUSE，協助翻譯 Release notes 與 Wiki 條目
，以及不定期舉辦 Release Party 與 InstallFest... 等等。openSUSE 社群更在 2015 年舉辦了 openSUSE.Asia Summit 2015。

openSUSE 有方便的 Yast 工具和 one click install 安裝套件，另外也提供了 SUSE Studio 讓喜愛客製化的朋友打造適合自己的 distribution。
歡迎各位喜愛開源的你加入 openSUSE 正體中文社群，一起推廣跟討論 openSUSE ！",https://zh-tw.opensuse.org/%E6%AD%A1%E8%BF%8E%E5%85%89%E8%87%A8_openSUSE.org,n/a,https://www.facebook.com/groups/opensuse.tw/   (799),n/a,https://plus.google.com/communities/113454654030028393246/stream/19b65f39-4883-4798-a162-3e14d502e0a8    (181),Join openSUSE Taiwan on Slack,https://t.me/opensusetw   (2),#opensuse-tw @freenode,n/a,n/a,https://www.youtube.com/channel/UCXPcicLBLCOpPEk-hC6yyzQ  (3454),https://goo.gl/Ecu4uq; https://goo.gl/FmECK4; https://goo.gl/FCJzQ4; https://goo.gl/zXNH2x;https://goo.gl/tbdQYZ; https://goo.gl/ippTkT; https://goo.gl/PAqTJb,,,,
技術社群,Debian Taiwan,台灣,2006,Debian Taiwan Community 臺灣社群, Debian 台灣使用者社團 (Debian Taiwan User Group) 是一個專門探討 Debian 各種應用的小圈圈。 Debian致力於創建一個自由作業系統，提供穩定且擁有優秀的套件管理系統，不僅僅是一個自由的作業系統—它還附帶了超過 43000 個套件，這些預先編譯好的軟體被包裹成一種良好的格式以便於在您的機器上進行安裝。,http://www.debian.org.tw/,n/a,https://www.facebook.com/groups/debian.tw  (1089),n/a,https://plus.google.com/communities/106482636420342329539,n/a,https://t.me/DebianTaiwan  (116),#dot @ OFTC (irc.debian.org),n/a,n/a,n/a,https://goo.gl/AsTXwN;https://goo.gl/HQ7zCi; https://goo.gl/BU6M3r; https://goo.gl/J8bf7y; https://goo.gl/7YYs78; https://goo.gl/UQyFCY; https://goo.gl/fLL5AK,,,,
技術社群,Ubuntu Taiwan,台灣,2005,Ubuntu 正體中文站,本站提供Ubuntu Linux 的正體中文討論區以及文件，對Ubuntu 有興趣的網友可以多多捧場。 Ubuntu 是眾多Linux發行版作業系統中的一種，由Canonical公司所維護、修改並發行。Ubunbu 預設以 GNOME 桌面環境為基礎，並且將常用的開放源碼軟體包裝其中，而且經由 Canonical 公司團隊的用心開發，除了整體畫面設計美觀一致，軟體維護也十分迅速且紮實，使得它成為一套適合剛接觸 Linux 作業系統的尋常人使用的 Linux 套件。,https://www.ubuntu-tw.org/,https://www.facebook.com/ubuntu.tw/   (2233),https://www.facebook.com/groups/UbuntuTaiwan/?source_id=122111584759  (120),n/a,n/a,ubuntu-tw.slack.com,Ubuntu-TW LoCo Team  (41),#ubuntu-tw,https://twitter.com/ubuntu_tw  (34),n/a,n/a,https://goo.gl/zP2cA9; https://goo.gl/FhZNwE; https://goo.gl/wL8kK4,,,,
技術社群,Arch Taiwan,台灣,2012,Arch Linux 臺灣社群,Arch 臺灣社群秉持著精簡至上的哲學，提供自由、開放的環境，希望能夠集結臺灣各地的 Archer 分享您的意見和作品。我們的社群非常活躍，Arch 相關問題都可以提出來討論。喜愛 GNU/Linux 的朋友，不分版本，沒有國界，歡迎加入我們的行列。,https://archlinux.tw/,https://www.facebook.com/archlinux.tw/  (142),https://www.facebook.com/groups/251432815011459/about/  (43),https://groups.google.com/forum/#!forum/archlinux-tw-general  (50),https://plus.google.com/u/0/communities/101238863048851764297  (1651),n/a,n/a,#archlinux-ports,n/a,n/a,n/a,n/a,"電郵
archlinux-tw-general@googlegroups.com",,,
技術社群,FreeBSD Taiwan,台灣,2004,FreeBSD Taiwan,"FreeBSD is an operating system used to power modern servers, desktops, and embedded platforms. A large community has continually developed it for more than thirty years. Its advanced networking, security, and storage features have made FreeBSD the platform of choice for many of the busiest web sites and most pervasive embedded networking and storage devices.",https://www.facebook.com/groups/freebsd.taiwan/about/,https://www.facebook.com/BSDTW/  (564),https://www.facebook.com/groups/freebsd.taiwan/about/   (846),n/a,n/a,bsdtw.slack.com,https://telegram.me/freebsd_taiwan_community (244),/join #bsdchat,https://twitter.com/bsd_tw?lang=en  (188),n/a,n/a,https://goo.gl/U5Jr4Q;https://goo.gl/4x4wbC,,,,
技術社群,Open Data Taiwan,台灣,2010,Open Data / Taiwan,2010 年 10 月開始的Opendata.tw 的計畫，致力於對臺灣開放資料的發展；2017年以後調整腳步，將核心放在開放資料的標準與規範上。並以實際的執行計畫為主導，繼續推動臺灣的開放資料。,http://www.opendata.tw/,https://www.facebook.com/OpenData.tw/  (6670),https://www.facebook.com/groups/odtwn/?ref=pages_profile_groups_tab&source_id=140484716010658   (10620),https://groups.google.com/forum/#!forum/odtw-wg   (151),https://plus.google.com/109144575689533590768  (24),odtw.slack.com,n/a,n/a,https://twitter.com/OpenTaiwan?lang=en (143),n/a,n/a,https://goo.gl/FjraFA; https://goo.gl/2jRBfS; https://goo.gl/ucqg8C; https://goo.gl/TSgKFk,,,,
技術社群,Webduino,高雄,2015,Webduino,2015 年，一群位於高雄的熱血開發者們，憑著對網頁技術源源不絕的熱情，實現真正用 Web 串接 Arduino 的技術，利用圖形化的程式編輯介面，搭配自行研發的開發版，純粹撰寫 HTML 與 Javascript 的網頁語法，就能夠玩轉各式各樣的傳感器，為廣大的開發者和網頁設計師，創造了前所未有的開發模式，並致力於降低踏入物聯網世界的門檻，堅持用最輕鬆簡單的方式，實現 IoT 開發教育。,https://webduino.io/,https://www.facebook.com/webduino  (8856),https://www.facebook.com/groups/webduino/?source_id=420729678092229  (5192),n/a,n/a,webduino.slack.com,https://t.me/Webduino_RFID_RN,n/a,https://twitter.com/webduino_io  (13),,https://www.youtube.com/channel/UCUk3U7QZqijQfE-7rAh_INQ  (1626),https://goo.gl/F2FYdf; https://goo.gl/SmTrj6; https://goo.gl/4NSwuL; https://goo.gl/vxLmqW; https://goo.gl/P1WdY7; https://goo.gl/MFifTL,,,,
技術社群,Spark TW,台灣,2015,Taiwan Spark User Group,SparkTW是據點在台灣台北的技術社群，創立之初以Apache Spark讀書、寫Code為主。第二年時邁入協辦HadoopCon、開始Spark Tutorial教學手把手、幾位超厲害的資深成員也在多項比賽中拿到冠軍,https://www.facebook.com/groups/spark.tw/,n/a,https://www.facebook.com/groups/spark.tw/  (2537),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://goo.gl/DLxEmG; https://goo.gl/m2ZAW2; https://goo.gl/2Z6UWF; https://goo.gl/mVd2mR; https://goo.gl/GXTtk4,,,,
技術社群,Taiwan Linux Kernel Hackers (TWLKH),台灣,2012,Taiwan Linux Kernel Hackers,Taiwan Linux Kernel Hackers 是個由業界人士、系統軟體研究人員、與其他愛好者組成的網路社團。希望匯集台灣 Linux kernel 現在與未來的從業人員，形成一個穩定社群，藉由大家互相砥礪以及開放原始碼的貢獻精神，促進整體 kernel 技術的進步。,,n/a,https://www.facebook.com/groups/twlinuxkernelhackers/  (4451),https://groups.google.com/forum/#!forum/tw-linux-kernel-hacker  (245),https://plus.google.com/+TaiwanLinuxKernelHackers  (2),twlinuxkernelhackers.slack.com,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCzv1VG_o1MoQCA1G0uixMaA  (1205),https://goo.gl/iDQx2E;https://goo.gl/KaAU8y; https://goo.gl/nE5Sf9,,,,
技術社群,Emacs Taiwan,台灣,2014,Emacs 台灣社群,"討論及分享 Emacs 相關技巧外加聊天打屁的溫腥小社群。GNU Emacs, an extensible, customizable, free/libre text editor — and more.
At its core is an interpreter for Emacs Lisp, a dialect of the Lisp programming language with extensions to support text editing.",https://emacser.tw/,n/a,https://www.facebook.com/groups/emacs.taiwan/  (218),n/a,n/a,n/a,https://telegram.me/joinchat/CJbTID9kpknioj9rYv6zgg   (127),emacs.tw@freenode,https://twitter.com/emacstw?lang=en  (275),n/a,n/a,https://goo.gl/g5e5Rc; https://goo.gl/PyU7H6; https://goo.gl/dBKMBo; https://goo.gl/7FSqRp; https://goo.gl/Jd4FH3; https://goo.gl/LYn9oX; https://goo.gl/PFvS2S; https://goo.gl/KrPvau,,,,
技術社群,Fedora 台灣社群,台灣,2012,Fedora 台灣社群支援站,Fedora 臺灣社群，即 Fedora Taiwan，是一群熱愛 Fedora 與自由軟體的朋友。我們的宗旨，在於透過線上、線下的行動和活動聚會，推動 Fedora 專案在臺灣的發展，並擔當與 Fedora 專案接軌的橋樑。我們的核心觀念是開放、透明、英才領導，所以我們的預算與財務報告也都將公開給大眾瞭解。,http://fedora.linux.org.tw/,https://www.facebook.com/FedoraChinese/  (83),https://www.facebook.com/groups/543559052337419/  (652),https://groups.google.com/forum/#!forum/ftug  (87),https://plus.google.com/communities/107356588952206573502  (290),n/a,https://t.me/fedora_tw  (222),#fedora-tw on Freenode,n/a,https://fedora-tw.org/,n/a,https://goo.gl/G9tKnZ; https://goo.gl/TNkcJx; https://goo.gl/CHHuKD; https://goo.gl/JZQXpc,,,,
技術社群,KDE Taiwan,台灣,2005,KDE 台灣社群,KDE 台灣站是由一群自由軟體社群的熱血志工打造並維護的。 在這裡，我們將不定時分享/翻譯關於 K 桌面環境的新知。 目前台灣本土的 KDE 發行版有 ezgo 計畫。 活躍的社群主要由 ezgo 的開發團隊以及 Chakra 的開發團隊構成， 但我們不限於此，歡迎更多對於 KDE 桌面環境有興趣的新人加入。,kde.linux.org.tw/,n/a,n/a,https://groups.google.com/forum/#!forum/kde-tw   (48),https://plus.google.com/communities/114095232656344072201/stream/468a0d67-8392-4fc1-83e0-f1eaca404036   (373),n/a,n/a,n/a,n/a,https://kdetw.blogspot.com/,n/a,https://plus.google.com/+AceLanKao; https://plus.google.com/104238699246909155543,,,,
技術社群,Laravel 台灣,台灣,2013,Laravel 台灣,Laravel 台灣是一個專門討論 Laravel 及 PHP 的正體中文社群。自 2013 年成立 Facebook 社團以來，目前已超過 550 位開發者加入。社群目前由眾多熱心的志工共同維護，並不定期舉辦分享聚會活動，致力於建置完整的 Laravel 正體中文社群。,https://laravel.tw/,n/a,https://www.facebook.com/groups/laravel.tw/  (7462),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://goo.gl/D8wt7B; https://goo.gl/WXHM8H; https://goo.gl/sRLTQ2; https://goo.gl/ALaQa9; https://goo.gl/vGGKAd,除了google groups有一般使用者社群外，其他平台皆屬於laravel conf.,,,
技術社群,IOTA 愛好者中文社群,台灣,2017,IOTA 愛好者中文社群,這邊是討論IOTA技術的社群，會發起這這個社群，是基於能夠分享「概念、技術、實作、價值探討」的心得，期望激起相互思辨的氣氛；一個「愛好開放、分享的社群」有賴與大家的一起努力，社群中沒有老師學生、管理者或被管理者，不論知識、心得、體驗，大家都是分享者；不論初學者、軟硬體玩家、工程師，以及未來價值、市場應用探討者，讓我們懷抱著分享的熱情建設這個場域。,https://www.facebook.com/groups/897485720426082/about/,https://www.facebook.com/IOTA.Taiwan.Community/?ref=br_rs  (258),https://www.facebook.com/groups/897485720426082/about/   (6845),n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCaRPs_u5YlT-cMjXOjRnqGQ   (47),https://goo.gl/iPSWVV ; https://goo.gl/44wbfs; https://goo.gl/cjPw4v; https://goo.gl/U68s49; https://goo.gl/mk75zG; https://goo.gl/NQTSN3,,,,
技術社群,高雄前端社群,高雄,2013,高雄前端社群,這是由一群熱血的前端工程師所創立的社群，期間舉辦過大大小小的技術聚會、工作坊、技術研討會，也曾共同籌辦超過 500 人以上的實體研討會。我們的創立理念是希望透過社群所累積的開發能量，協助在地的南部鄉親們能夠有更好的發展得以發揮長才。,https://www.facebook.com/groups/358503154261390/about/,n/a,https://www.facebook.com/groups/358503154261390/about/   (6827),,,https://goo.gl/P830vi    (644),n/a,n/a,n/a,n/a,n/a,https://goo.gl/gpwXsw; https://goo.gl/Mghd87; https://goo.gl/8ZsGnq; https://goo.gl/pXBKUK; https://goo.gl/WU65uR,,,,
技術社群,IGDShare,台北,2011,獨立遊戲開發者分享會,最初步的目的是希望更增加台灣的獨立遊戲開發者交流的機會，互相鼓勵與互相學習。再者，盡可能地將國外獨立遊戲社群的資訊引入，學習他們的長處。最後，希望可以推動更多人實際著手完成他們手上的遊戲作品。,https://igdshare.org/,https://www.facebook.com/igdshare/,,,,,,,,,,,,,,
技術社群,IGDA Taiwan,台北,2012,International Game Deveopers Association Taiwan,IGDA 全名為 International Game Developers Association，中譯為國際遊戲開發者協會，為國際著名的遊戲開發者相關非營利組織。目前全世界共有超過 100 個分部，全球會員數超過 10000 人。台灣分部最早成立於 2001 年，2008 年一度關閉，2012 年底再度開始活動。 ,http://igda.tw,,https://www.facebook.com/groups/igda.taiwan/,,,,,,,,,,,,,
技術社群,KIMU,高雄,2012,高雄獨立遊戲開發者聚會 Kaohsiung Indies Meet Up,KIMU-高雄獨立遊戲開發者聚會(Kaohsiung Indies Meet Up) KIMU是一個以台灣高雄為據點，舉辦研究與交流活動，並推動獨立遊戲開發國際化的非營利組織。只要您對獨立遊戲開發感興趣，非常歡迎您來參加我們的活動喔,https://www.facebook.com/groups/kimugroup/,n/a,https://www.facebook.com/groups/kimugroup/   (2146),n/a,n/a,kimu.slack.com,n/a,n/a,n/a,n/a,n/a,https://www.facebook.com/dofilab?sk=wall&fref=gm&dti=109004249259586&hc_location=group; https://goo.gl/5QSQUB; https://goo.gl/ncsxY9; https://goo.gl/kK1rwe,,,,
技術社群,GTUG Taipei,台北,2009,Google 開發者社群，簡稱GDG Taipei,GDG Taipei (Google Developer Group Taipei) 是以研究 Google 相關技術為主的開發者社群，談論、推廣、使用、交流 Google 各種技術。每雙週三聚會，由與會者提供數個 Lightening Talk，聚會地點為台北地區。,http://www.taipei-gtug.org/,https://www.facebook.com/GDG.Taipei/  (2916),https://www.facebook.com/groups/gdg.taipei.group/?source_id=152908264914  (127),https://groups.google.com/forum/#!forum/taipei-gtug  (464),https://plus.google.com/+GDGTaipei   (75873),n/a,n/a,n/a,"https://twitter.com/search?q=Google%20Developer%20Group%20Taipei&src=typd   (20,400,000)",,https://www.youtube.com/user/taipeigtug  (1428),https://www.facebook.com/mia.shopgal; https://www.facebook.com/htchien,,,,
技術社群,TWIGF,台灣,2015,台灣網路治理論壇 Taiwan Internet Governance Forum,臺灣網路治理論壇 (TWIGF: Taiwan Internet Governance Forum) 是一個將網路多方利益關係群體聚集在一起共同討論網路公共政策的一個溝通互動平臺。,https://www.igf.org.tw/,n/a,https://www.facebook.com/groups/1757842584459069/   (2212),https://groups.google.com/forum/#!forum/twigf,https://plus.google.com/communities/117096669818031395244   (16),tigf.slack.com,n/a,n/a,n/a,https://medium.com/twigf,https://www.youtube.com/channel/UCZy0133zETCgSi0KschI1uA   (58),https://goo.gl/EP2XHi; https://goo.gl/jFwkG5; https://goo.gl/29d3X9; https://goo.gl/J13Atu; https://goo.gl/C38s59,,,,
技術社群,Mobile Girls,高雄,2014,Mobile Girls,Mobile Girls 是由一群熱愛 iOS 與 Android 朋友所成立的社群，宗旨是希望能夠推廣 iOS/Android 程式語言給女性初學者，讓想了解 iOS 和 Android 的女性能有一個機會學習。我們歡迎沒有電腦程式設計基礎的女性朋友來參加，如果您對於 iOS/Android 的任何新奇有趣的 App 設計、原理及應用感到興趣，您將可以在這個環境找到同好，並藉由業界專業教練的指導，在小組內共同合作打造它，實現您在 App 世界的專屬夢想！,https://mopcon.org/2017/community.php?id=7,https://www.facebook.com/mobilegirlsfans   (408),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.facebook.com/Lin.kun.yao.Arnold,,,,
技術社群,CocoaHeads Kaohsiung,高雄,2012,CocoaHeads Kaohsiung,"CocoaHeads Kaohsiung aims to promote Mac development in South Taiwan. In additional to talks, hands-on programs, we hope that the meet-ups become a place where developers get to know each other and discover business opportunities. ",http://cocoaheads.tw/,n/a,https://www.facebook.com/groups/cocoaheads.kaohsiung/   (997),https://groups.google.com/d/forum/cocoaheadstw   (167),https://plus.google.com/communities/111489471625473828475   (4),n/a,n/a,n/a,n/a,n/a,n/a,https://www.facebook.com/TaiwanGoodforall; https://www.facebook.com/hadesplutohu; https://www.facebook.com/evan.wii; https://www.facebook.com/mikimotoc,,,,
技術社群,Julia Taiwan,台灣,2016,Julia Taiwan,Taiwan community for Julia programming language.,https://www.facebook.com/groups/JuliaTaiwan/,https://www.facebook.com/juliannewstw/  (674),https://www.facebook.com/groups/JuliaTaiwan/  (1801),n/a,n/a,julialang.slack.com,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCHS7SCM_GDDMreNQfW5LFzQ   (41),https://goo.gl/Me3yxs; https://goo.gl/XsSSQ6; https://goo.gl/po8UwV; https://goo.gl/JEYUNs; https://goo.gl/25TUzk,,,,
技術社群,Scala Taiwan,台灣,2011,Scala Taiwan 司卡拉台灣,不管你是想知道 Scala 是什麼東西還是範疇論的專家， 我們都歡迎所有對 Scala 有興趣的朋友參與我們的活動。,https://gitter.im/ScalaTaiwan/ScalaTaiwan,https://www.facebook.com/scala.tw/    (444),https://www.facebook.com/groups/ScalaTW/  (135),n/a,https://plus.google.com/communities/111548680166521082198   (234),scalataiwan.slack.com,n/a,n/a,https://twitter.com/ScalaTaiwan  (7),n/a,n/a,https://goo.gl/tJ49Dg; https://goo.gl/q1GR4f; https://goo.gl/eTckjT; https://goo.gl/qeDaWC,,,,
設計社群,DESIGN plus in Kaohsiung,高雄,2014,Design Plus 設計+,設計+，讓高雄設計能量聚集與交流。我們相信這個社會需要設計師美化工作，也惋惜南部沒有一個設計類社群能讓大家彼此交流。期盼能夠給予設計師友誼與資訊，讓設計師們都能在這裡彼此討論，互相成長。我們期許「設計+」能匯集南部的設計資源，透過交流與討論來增進設計的能量，進而用設計師們的美感一點一滴活潤社會美感。,https://mopcon.org,n/a,https://www.facebook.com/groups/designplus.kh   (956),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://goo.gl/zC7UtC; https://goo.gl/G5hjb7,,,,
技術社群,ReactMakers,台灣,2017,ReactMaker,ReactMaker - 是一群在高雄對 React JS 有興趣的人們組成的一個小小社團，目前活躍於中南部的ReactJs教學分享讀書會；我們會不定期的分享範例(Open source)在粉絲團上，致立於分享教學讓新手可以比較有效率的上手，以提升中南部前端工程師的戰力，也歡迎各位高手來分享、教學、交流。,https://reactmaker.github.io/official_web/#/,https://www.facebook.com/ReactMaker/    (1417),n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://medium.com/reactmaker   (115),https://www.youtube.com/channel/UCKlc6u6LtTRUHjR4bqw5JeQ   (147),https://www.facebook.com/chnbohwr; https://www.facebook.com/bbandydd,,,,
技術社群,OpenStack ,台灣,2012,OpenStack Taiwan User Group,這個meetup群組是給台灣對OpenStack有興趣的人加入，我們每個月都會有定期的聚會，通常會在台北、新竹、台中舉辦，有時候也會在台南跟高雄，如果你/妳對OpenStack有興趣，歡迎來我們任何一場聚會並與我們的OpenStack專家見面。,https://groups.openstack.org/groups/taiwan,https://www.facebook.com/pg/OpenStackTW  (974),https://www.facebook.com/groups/openstack.tw/about/   (3326),n/a,n/a,openstack-tw.slack.com,n/a,openstack-tw@freenode,n/a,n/a,https://www.youtube.com/channel/UCQUwGGHmOeO1uT0alKPC62g   (0),https://goo.gl/dtgAxA; https://goo.gl/PGqJ6M; https://goo.gl/pFHk7a; https://goo.gl/jMsqcq; https://goo.gl/RQwwUb; https://goo.gl/etBGkm,,,,
技術社群,DevOpsTaiwan,台北,2015,DevOpsTaiwan,DevOps Taiwan 社群成立于 2015/5/21，由多位關注 DevOps 相關資訊的 IT、軟體界朋友一起共同創立，期望透過社群互動的方式建立一個平台提供台灣的社群朋友可以一起針對 DevOps 相關的議題、專案、技術與工作進行分享與交流。社群目前主要活動於 Facebook 社團,https://devopstw.club/,https://www.facebook.com/DevOpsTaiwan/?eid=ARCjRMEX7vPCam3iruFGsO7QdSUt-z2ZVmLPkr1vgng5B8_SUvk3gVhmLcap_4u_nolBNCDcW2zALGtU   (1260),https://www.facebook.com/groups/DevOpsTaiwan/?source_id=1442999589110266  (6825),n/a,n/a,devopstaiwan.slack.com  (463),https://t.me/devopstw  (409),n/a,https://twitter.com/devOpstw  (305),https://medium.com/@devops.tw.club  (3),https://www.youtube.com/channel/UC401Z2pUq-Y37ayeeSprXSg   (168),https://goo.gl/sQp9eH; https://goo.gl/mVFZve; https://goo.gl/aa7vGG; https://goo.gl/8bRpDR; https://goo.gl/fQ4jKQ; https://goo.gl/FjFgRh; https://goo.gl/XJFdH4,,,,
技術社群,DigitalOceanHsinchu,新竹,2017,DigitalOceanHsinchu,"We are a new local technology meetup group located at Hsinchu city, organized by students in NCTU(National Chiao Tung University) and DigitalOcean!
We are interested in various open source, Linux, cloud computing, DevOps, web development and network related techs and tools, and would like to study, 
share the knowledge with you together, welcome to join us, share your experience and suggestion, organize the future meetup and topic with us!",https://github.com/TGmeetup/TGmeetup/tree/master/community/tw/DigitalOceanHsinchu,https://www.facebook.com/DigitalOceanHsinchu/   (763),https://www.facebook.com/groups/DigitalOceanHsinchu/?ref=pages_profile_groups_tab&source_id=732176540275301  (234),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://goo.gl/sxKHco; https://goo.gl/ey4aUo; https://goo.gl/H1edF5; https://goo.gl/2Eete7,,,,
技術社群,CNTUG,台北,2017,Cloud Native Taiwan User Group,"Cloud Native Taiwan User Group is dedicated to combine community of Cloud Native related projects such as Kubernetes, OpenStack, Ceph, SDN. We held meetups regularly to share related technologies and promote them.",https://www.facebook.com/groups/cloudnative.tw/,n/a,https://www.facebook.com/groups/cloudnative.tw/  (1146),n/a,n/a,n/a,https://t.me/cntug  (209),n/a,n/a,n/a,n/a,https://goo.gl/HdpdG3; https://goo.gl/qCdycZ; https://goo.gl/xgQPUV;https://goo.gl/asCQHd; https://goo.gl/MMqPFm; https://goo.gl/kZ4htg; https://goo.gl/nbr91q,,,,
技術社群,Elixir台灣,台北,2016,Elixir Taiwan,"We are a handful of elixir enthusiast based in greater Taipei area, come geek out with us !",https://www.meetup.com/en-AU/elixirtw-taipei/,n/a,https://www.facebook.com/groups/elixir.tw/   (467),n/a,n/a,https://elixirtw.herokuapp.com/   (112),n/a,n/a,https://twitter.com/elixirtw   (44),n/a,n/a,https://goo.gl/ZLg7YP; https://goo.gl/uptpdk,,,,
技術社群,Golang Taiwan,台北,2013,Golang Taiwan,Golang Taiwan Meetup,https://www.facebook.com/groups/269001993248363/,https://www.facebook.com/Gopher-Taipei-710350419319353/?eid=ARA5RREg1mrSljnETDJY9uAauwCUDpA9bz2a73KJSotzAMLwcIxA2vxIWkH0LuOpDkDJweLSEM9bq4jQ   (172),https://www.facebook.com/groups/269001993248363/   (5090),n/a,n/a,https://golangtw-slackin.herokuapp.com/   (552),https://t.me/golangtw   (896),n/a,https://twitter.com/golangtw?lang=en   (2325),n/a,https://www.youtube.com/channel/UCjnIy_GQAuszZurUIO3zg9Q   (172),https://goo.gl/zSF7Nx; https://goo.gl/wQzxdJ; https://goo.gl/hAbFpV; https://goo.gl/FBtC9E; https://goo.gl/y8mqQQ; https://goo.gl/3hLznw,,,,
